week_index,month_index,weekly_mean_error,weekly_p95_error,baseline_mean,baseline_p95,decision
8476,2119,3.114541,3.1145410537719727,0.002358785131946206,0.002593876922037452,🟡
8477,2119,2.597463,2.5974628925323486,0.002358785131946206,0.002593876922037452,🔴
8478,2119,2.1988044,2.1988043785095215,0.002358785131946206,0.002593876922037452,🔴
8479,2119,1.8826953,1.8826953172683716,0.002358785131946206,0.002593876922037452,🔴
8480,2120,1.6588647,1.6588647365570068,0.002358785131946206,0.002593876922037452,🟡
8481,2120,1.4801251,1.480125069618225,0.002358785131946206,0.002593876922037452,🔴
8482,2120,1.3377693,1.3377692699432373,0.002358785131946206,0.002593876922037452,🔴
8483,2120,1.1887201,1.1887201070785522,0.002358785131946206,0.002593876922037452,🔴
8484,2121,1.1014782,1.1014782190322876,0.002358785131946206,0.002593876922037452,🟡
8485,2121,1.0373509,1.0373508930206299,0.002358785131946206,0.002593876922037452,🔴
8486,2121,0.99549115,0.9954911470413208,0.002358785131946206,0.002593876922037452,🔴
8487,2121,0.9585228,0.9585227966308594,0.002358785131946206,0.002593876922037452,🔴
8488,2122,0.9233412,0.9233412146568298,0.002358785131946206,0.002593876922037452,🟡
8489,2122,0.8927256,0.8927255868911743,0.002358785131946206,0.002593876922037452,🔴
8490,2122,0.87659234,0.8765923380851746,0.002358785131946206,0.002593876922037452,🔴
8491,2122,0.8721247,0.8721246719360352,0.002358785131946206,0.002593876922037452,🔴
8492,2123,0.8583115,0.8583114743232727,0.002358785131946206,0.002593876922037452,🟡
8493,2123,0.84436387,0.8443638682365417,0.002358785131946206,0.002593876922037452,🔴
8494,2123,0.8386271,0.8386270999908447,0.002358785131946206,0.002593876922037452,🔴
8495,2123,0.7630374,0.763037383556366,0.002358785131946206,0.002593876922037452,🔴
8496,2124,0.7256822,0.7256821990013123,0.002358785131946206,0.002593876922037452,🟡
8497,2124,0.7005637,0.7005637288093567,0.002358785131946206,0.002593876922037452,🔴
8498,2124,0.67995745,0.6799574494361877,0.002358785131946206,0.002593876922037452,🔴
8499,2124,0.66726136,0.6672613620758057,0.002358785131946206,0.002593876922037452,🔴
8500,2125,0.66467625,0.6646762490272522,0.002358785131946206,0.002593876922037452,🟡
8501,2125,0.6444644,0.644464373588562,0.002358785131946206,0.002593876922037452,🔴
8502,2125,0.6319063,0.631906270980835,0.002358785131946206,0.002593876922037452,🔴
8503,2125,0.61374474,0.6137447357177734,0.002358785131946206,0.002593876922037452,🔴
8504,2126,0.5946562,0.594656229019165,0.002358785131946206,0.002593876922037452,🟡
8505,2126,0.56286204,0.5628620386123657,0.002358785131946206,0.002593876922037452,🔴
8506,2126,0.52400523,0.5240052342414856,0.002358785131946206,0.002593876922037452,🔴
8507,2126,0.49960354,0.4996035397052765,0.002358785131946206,0.002593876922037452,🔴
8508,2127,0.48688412,0.48688411712646484,0.002358785131946206,0.002593876922037452,🟡
8509,2127,0.4818049,0.48180490732192993,0.002358785131946206,0.002593876922037452,🔴
8510,2127,0.4739465,0.4739465117454529,0.002358785131946206,0.002593876922037452,🔴
8511,2127,0.46547946,0.46547946333885193,0.002358785131946206,0.002593876922037452,🔴
8512,2128,0.45561263,0.4556126296520233,0.002358785131946206,0.002593876922037452,🟡
8513,2128,0.44779179,0.44779178500175476,0.002358785131946206,0.002593876922037452,🔴
8514,2128,0.4278628,0.4278627932071686,0.002358785131946206,0.002593876922037452,🔴
8515,2128,0.4067633,0.4067632853984833,0.002358785131946206,0.002593876922037452,🔴
8516,2129,0.3886983,0.3886983096599579,0.002358785131946206,0.002593876922037452,🟡
8517,2129,0.36883208,0.3688320815563202,0.002358785131946206,0.002593876922037452,🔴
8518,2129,0.35370398,0.35370397567749023,0.002358785131946206,0.002593876922037452,🔴
8519,2129,0.34003448,0.34003448486328125,0.002358785131946206,0.002593876922037452,🔴
8520,2130,0.33267355,0.3326735496520996,0.002358785131946206,0.002593876922037452,🟡
8521,2130,0.32416612,0.32416611909866333,0.002358785131946206,0.002593876922037452,🔴
8522,2130,0.3154185,0.3154185116291046,0.002358785131946206,0.002593876922037452,🔴
8523,2130,0.31674168,0.3167416751384735,0.002358785131946206,0.002593876922037452,🔴
8524,2131,0.31949556,0.3194955587387085,0.002358785131946206,0.002593876922037452,🟡
8525,2131,0.30920216,0.3092021644115448,0.002358785131946206,0.002593876922037452,🔴
8526,2131,0.30070716,0.3007071614265442,0.002358785131946206,0.002593876922037452,🔴
8527,2131,0.2996875,0.2996875047683716,0.002358785131946206,0.002593876922037452,🔴
